PO_Key,Package_Original,Subpackage_Original,Reassigned_Package,Reassigned_SubPackage,purchase_order_description,po_total_amount_ordered_in_usd_currency,material_group_description,Vendor Name,VBS Category1,VBS Category 2,,
450416761640,Legal,Legal Fees,Legal,Legal Fees,Statutory Compliances RJ Associates Sept,1359.891981,LEGAL SERVICES,RJ Associates,Expert Fees,LEGAL,Legal,Legal Fees
450294062660,Technology,Datacenter,Technology,Telecom Services,SNTC-8X5XNBDOS Cisco 5508 Series,7121.164064,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
4503059419170,#N/A,#N/A,#N/A,#N/A,Office Décor,749.549716,INTERNAL EVENT ORGANISATION,M LIVE EVENTS AND PROMOTIONS PRIVAT,Catering / Cafeteria / Vending,PEOPLE,,
450444527820,Legal,Legal Fees,Travel,Business Travel,Palm Meadows Dec  - Food Bill,827.461848,TRAVEL ACCOMODATION,Palm Meadows Club,Other Travel Costs,TRAVEL,Legal,Legal Fees
450416761650,Legal,Legal Fees,Legal,Legal Fees,Statutory Compliances RJ Associates Oct,1393.904601,LEGAL SERVICES,RJ Associates,Expert Fees,LEGAL,Legal,Legal Fees
450328901420,People,Recruiting,People,Recruiting,hiring cost for Mangesh-IIM B,1107.80848,RECRUITMENT,Indian Institute of Management Bang,External Communication,INSTITUTIONAL,,
450294062670,Technology,Datacenter,Technology,Telecom Services,SNTC-8X5XNBDOS Cisco 5508 Series Wi,8902.146157,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450444527830,Legal,Legal Fees,Travel,Business Travel,Palm Meadows Jan - Accomodation Bill,2586.858467,TRAVEL ACCOMODATION,Palm Meadows Club,Other Travel Costs,TRAVEL,Legal,Legal Fees
450444527840,Legal,Legal Fees,Travel,Business Travel,Palm Meadows Jan - Food Bill,4751.132637,TRAVEL ACCOMODATION,Palm Meadows Club,Other Travel Costs,TRAVEL,Legal,Legal Fees
450415084620,Fees,Consulting (recurring),Taxes,Other Taxes,GST @ 18%,6403.565258,BUSINESS CONSULTANCY,BRIDGEI2I ANALYTICS SOLUTIONS PRIVA,Lease of Vehicle,LEASES AND RENTALS,,
450416761920,Legal,Legal Fees,Legal,Legal Fees,Prof Charges for Legal Services for Oct,5216.203061,LEGAL SERVICES,CYRIL AMARCHAND MANGALDAS,Consultant,FEES,Legal,Legal Fees
4503059419200,#N/A,#N/A,#N/A,#N/A,Courier of material,299.819886,INTERNAL EVENT ORGANISATION,M LIVE EVENTS AND PROMOTIONS PRIVAT,Catering / Cafeteria / Vending,PEOPLE,,
4503059419210,#N/A,#N/A,#N/A,#N/A,Miscellaneous,224.864915,INTERNAL EVENT ORGANISATION,M LIVE EVENTS AND PROMOTIONS PRIVAT,Catering / Cafeteria / Vending,PEOPLE,,
450416762320,Legal,Legal Fees,Legal,Legal Fees,Sasha Legal Services Dec Invoice,229.815004,LEGAL SERVICES,Sasha,Expert Fees,LEGAL,Legal,Legal Fees
4503059419220,#N/A,#N/A,#N/A,#N/A,Agency fees,1078.826906,INTERNAL EVENT ORGANISATION,M LIVE EVENTS AND PROMOTIONS PRIVAT,Catering / Cafeteria / Vending,PEOPLE,,
4503059419230,#N/A,#N/A,#N/A,#N/A,Service tax,1780.060646,INTERNAL EVENT ORGANISATION,M LIVE EVENTS AND PROMOTIONS PRIVAT,Catering / Cafeteria / Vending,PEOPLE,,
450446609620,People,Individual Benefits,People,Facility benefits,"AIMSHostess,Round Tables,tablecloth,Fril",249.177074,LOGISTICS ADMIN SERVICES,AIMS Solutions Safety Solutions,Catering / Cafeteria / Vending,PEOPLE,,
450416766420,Legal,Legal Fees,Taxes,Other Taxes,Service Tax @14%,26.81175,LEGAL SERVICES,Sasha,Expert Fees,LEGAL,Legal,Legal Fees
450415113320,Fees,Consulting (recurring),Fees,Consulting (project-based),K2 Project KPMG balance added,118970.2786,BUSINESS CONSULTANCY,KPMG,Catering / Cafeteria / Vending,PEOPLE,,
450416766430,Legal,Legal Fees,Legal,Legal Fees,KK cess and SBC @0.5 each,1.915125,LEGAL SERVICES,Sasha,Expert Fees,LEGAL,Legal,Legal Fees
450348934820,#N/A,#N/A,#N/A,#N/A,Search Ends - Sanjib Dutta,4896.211491,RECRUITMENT,The SearchManager’s,Consultant,FEES,,
4502940626140,#N/A,#N/A,#N/A,#N/A,SW APP SUPP + UPGR Cisco Identity Servic,2188.318691,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450348934830,#N/A,#N/A,#N/A,#N/A,Search Ends - Manish Dayma,4896.211491,RECRUITMENT,The SearchManager’s,Consultant,FEES,,
4502940626150,#N/A,#N/A,#N/A,#N/A,"SNTC-8X5XNBDOS Catalyst 2960-X 24 GigE,",493.192947,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450348934840,#N/A,#N/A,#N/A,#N/A,Search Ends - Biswajeet Singh,2391.121999,RECRUITMENT,The SearchManager’s,Consultant,FEES,,
4502949853350,#N/A,#N/A,#N/A,#N/A,Network Integration Charges,1527.206342,IT/ TELECOM SERVICE,i4 Communication Private Limited,Data Center – Facilities,TECHNOLOGY,,
450348831430,Institutional,Internal Events,Maintenance,Building & Facilities Maint. Materials,Service Charges,117.872004,INTERNAL EVENT ORGANISATION,HOTEL LEELA VENTURE LTD,Catering / Cafeteria / Vending,PEOPLE,,
450297161720,Technology,Datacenter,Technology,Telecom Services,Threat prevention subscription 3 y PA500,,IT/ TELECOM SERVICE,WESTCON GROUP EUROPEAN OPS LTD,Technology,TECHNOLOGY,,
450348831440,Institutional,Internal Events,Taxes,Other Taxes,Tax,279.946009,INTERNAL EVENT ORGANISATION,HOTEL LEELA VENTURE LTD,Catering / Cafeteria / Vending,PEOPLE,,
450297161730,Technology,Datacenter,Technology,Telecom Services,WildFire subscription 3 yr PA-500,,IT/ TELECOM SERVICE,WESTCON GROUP EUROPEAN OPS LTD,Technology,TECHNOLOGY,,
450297161740,Technology,Datacenter,Technology,Telecom Services,Premium support year 1 PA-500,,IT/ TELECOM SERVICE,WESTCON GROUP EUROPEAN OPS LTD,Technology,TECHNOLOGY,,
450279062230,#N/A,#N/A,#N/A,#N/A,CIF CHARGES,,HARDWARE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
450297161750,#N/A,#N/A,#N/A,#N/A,shipping,,IT/ TELECOM SERVICE,WESTCON GROUP EUROPEAN OPS LTD,Technology,TECHNOLOGY,,
450297161760,#N/A,#N/A,#N/A,#N/A,insurance,,IT/ TELECOM SERVICE,WESTCON GROUP EUROPEAN OPS LTD,Technology,TECHNOLOGY,,
450447658720,#N/A,#N/A,#N/A,#N/A,JSA November,4536.180261,LEGAL SERVICES,J. Sagar Associates,Legal,LEGAL,,
450279062260,#N/A,#N/A,#N/A,#N/A,CIF CHARGES,,HARDWARE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
450447658730,#N/A,#N/A,#N/A,#N/A,JSA December,4013.502801,LEGAL SERVICES,J. Sagar Associates,Legal,LEGAL,,
4502971629360,#N/A,#N/A,#N/A,#N/A,Installation Charges (16 PAX),327.139903,IT/ TELECOM SERVICE,Epitome Infotech Solutions Pvt Ltd,Application Support,TECHNOLOGY,,
450447658740,Legal,Legal Fees,Legal,Legal Fees,JSA September,7934.311104,LEGAL SERVICES,J. Sagar Associates,Legal,LEGAL,Legal,Legal Fees
450447658750,Legal,Legal Fees,Legal,Legal Fees,JSA August,2580.930148,LEGAL SERVICES,J. Sagar Associates,Legal,LEGAL,Legal,Legal Fees
4502971629380,#N/A,#N/A,#N/A,#N/A,Installation Charges (Ideation Room),605.814636,IT/ TELECOM SERVICE,Epitome Infotech Solutions Pvt Ltd,Application Support,TECHNOLOGY,,
450447658760,Legal,Legal Fees,Legal,Legal Fees,JSA July,3519.450202,LEGAL SERVICES,J. Sagar Associates,Legal,LEGAL,Legal,Legal Fees
4502971629390,#N/A,#N/A,#N/A,#N/A,Installation Charges (Reception),484.651709,IT/ TELECOM SERVICE,Epitome Infotech Solutions Pvt Ltd,Application Support,TECHNOLOGY,,
4502971629400,#N/A,#N/A,#N/A,#N/A,Installation Charges (VC Ready),363.488781,IT/ TELECOM SERVICE,Epitome Infotech Solutions Pvt Ltd,Application Support,TECHNOLOGY,,
4502971629410,#N/A,#N/A,#N/A,#N/A,Installation Charges (Projection Area),363.488781,IT/ TELECOM SERVICE,Epitome Infotech Solutions Pvt Ltd,Application Support,TECHNOLOGY,,
4502971629420,#N/A,#N/A,#N/A,#N/A,Installation Charges (Mancom),484.651709,IT/ TELECOM SERVICE,Epitome Infotech Solutions Pvt Ltd,Application Support,TECHNOLOGY,,
450429261220,Fees,Consulting (recurring),Fees,Consulting (project-based),Fractal Analytics Private Ltd,11046.63834,BUSINESS CONSULTANCY,Fractal Analytics Private Limited,Application Support,TECHNOLOGY,,
4502971629430,#N/A,#N/A,#N/A,#N/A,Installation Charges (1st Floor Bar),107.70038,IT/ TELECOM SERVICE,Epitome Infotech Solutions Pvt Ltd,Application Support,TECHNOLOGY,,
4502971629440,#N/A,#N/A,#N/A,#N/A,Installation Charges (Central Distributi,726.977563,IT/ TELECOM SERVICE,Epitome Infotech Solutions Pvt Ltd,Application Support,TECHNOLOGY,,
450376662520,People,Recruiting,People,Recruiting,Peyote Morgan Consultancy Pvt Ltd- Radha,44907.2646,RECRUITMENT,PEYOTE MORGAN CONSULTANCY,Office Supplies,OFFICE UTILITIES,,
450376662530,People,Recruiting,People,Recruiting,Peyote Morgan Consultancy Pvt Ltd-Reward,28910.27908,RECRUITMENT,PEYOTE MORGAN CONSULTANCY,Office Supplies,OFFICE UTILITIES,,
450376662540,People,Recruiting,People,Recruiting,Peyote Morgan Consultancy Pvt Ltd-Commer,28910.27908,RECRUITMENT,PEYOTE MORGAN CONSULTANCY,Office Supplies,OFFICE UTILITIES,,
450406117840,Institutional,Internal Events,Travel,Business Travel,Local Transportation,22.9665,INTERNAL EVENT ORGANISATION,M LIVE EVENTS AND PROMOTIONS PRIVAT,Catering / Cafeteria / Vending,PEOPLE,,
450437319020,Services,Administrative Support,Technology,Application Support,Project X BOT INR December Invoice,48134.78525,BUSINESS CONSULTANCY,Accenture Solutions Pvt. Ltd.,Application Support,TECHNOLOGY,,
450437319030,Services,Administrative Support,Technology,Application Support,Laptop & Mobile Charges Dec Proj X INR,3331.746192,BUSINESS CONSULTANCY,Accenture Solutions Pvt. Ltd.,Application Support,TECHNOLOGY,,
450300191740,#N/A,#N/A,#N/A,#N/A,SNTC-8X5XNBDOS Catalyst 3850 48 POE LAN,2460.48862,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450377522720,#N/A,#N/A,#N/A,#N/A,Quess Corp Ltd- Laulesh Upadhyay,1554.83047,RECRUITMENT,Quess Corp Ltd,Office Supplies,OFFICE UTILITIES,,
450377522730,#N/A,#N/A,#N/A,#N/A,Quess Corp Ltd- Vamsi Siva Krishna Grand,2590.799917,RECRUITMENT,Quess Corp Ltd,Office Supplies,OFFICE UTILITIES,,
450300191760,#N/A,#N/A,#N/A,#N/A,SNTC-8X5XNBDOS Cisco 5508 Series,7121.164064,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450300191770,#N/A,#N/A,#N/A,#N/A,SNTC-8X5XNBDOS Cisco 5508 Series Wi,8902.146157,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450379295620,People,Recruiting,People,Recruiting,Search Manager-Sahibar Rahman Sheikh,2061.826424,RECRUITMENT,The SearchManager’s,Consultant,FEES,,
450379295630,People,Recruiting,People,Recruiting,Search Manager- Dhirendra Kumar Panda,2310.189999,RECRUITMENT,The SearchManager’s,Consultant,FEES,,
450458141020,#N/A,#N/A,#N/A,#N/A,K2 Project SD communication balance adde,16508.18003,BUSINESS CONSULTANCY,Accenture Solutions Pvt. Ltd.,Application Support,TECHNOLOGY,,
450289136680,#N/A,#N/A,#N/A,#N/A,CIFS CHARGES,,HARDWARE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
450382439120,People,Recruiting,People,Recruiting,Search Advisors - Sanjib Dutta,4627.609446,RECRUITMENT,Search Advisers Services (Guj) Pvt.,Recruitment,PEOPLE,,
4503001917140,#N/A,#N/A,#N/A,#N/A,SW APP SUPP + UPGR Cisco Identity Servic,2188.318691,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450382439130,People,Recruiting,People,Recruiting,Search Advisors - manish,2306.163471,RECRUITMENT,Search Advisers Services (Guj) Pvt.,Recruitment,PEOPLE,,
4503001917150,#N/A,#N/A,#N/A,#N/A,"SNTC-8X5XNBDOS Catalyst 2960-X 24 GigE,",493.192947,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450468471720,Services,Administrative Support,Fees,Consulting (project-based),On completion of 2 months of field work,14637.10436,BUSINESS CONSULTANCY,KPMG,Catering / Cafeteria / Vending,PEOPLE,,
450382439140,People,Recruiting,People,Recruiting,Search Advisors - Biswajit,2259.949909,RECRUITMENT,Search Advisers Services (Guj) Pvt.,Recruitment,PEOPLE,,
450468471730,Services,Administrative Support,Fees,Consulting (project-based),On completion of 3 months of field work,14637.10436,BUSINESS CONSULTANCY,KPMG,Catering / Cafeteria / Vending,PEOPLE,,
450382439150,People,Recruiting,People,Recruiting,Search Advisors - Shubham,1570.330711,RECRUITMENT,Search Advisers Services (Guj) Pvt.,Recruitment,PEOPLE,,
450468471740,Services,Administrative Support,Fees,Consulting (project-based),On completion of 4 months of field work,14637.10436,BUSINESS CONSULTANCY,KPMG,Catering / Cafeteria / Vending,PEOPLE,,
450468471750,Services,Administrative Support,Fees,Consulting (project-based),On completion of 5 months of field work,14637.10436,BUSINESS CONSULTANCY,KPMG,Catering / Cafeteria / Vending,PEOPLE,,
450468471760,Services,Administrative Support,Fees,Consulting (project-based),On completion of 6 months of field work,24395.17394,BUSINESS CONSULTANCY,KPMG,Catering / Cafeteria / Vending,PEOPLE,,
450468471770,Services,Administrative Support,People,Salary,Out of Pocket Expenses (Actual),6195.59973,BUSINESS CONSULTANCY,KPMG,Catering / Cafeteria / Vending,PEOPLE,,
450391106320,People,Recruiting,People,Recruiting,Service Delivery Mgr-Peyote,27523.79853,RECRUITMENT,PEYOTE MORGAN CONSULTANCY,Office Supplies,OFFICE UTILITIES,,
450391106330,People,Recruiting,People,Recruiting,Lead Command Centre -Peyote,27523.79853,RECRUITMENT,PEYOTE MORGAN CONSULTANCY,Office Supplies,OFFICE UTILITIES,,
450391106340,People,Recruiting,People,Recruiting,Commercial Lead-Peyote,27523.79853,RECRUITMENT,PEYOTE MORGAN CONSULTANCY,Office Supplies,OFFICE UTILITIES,,
450391106350,People,Recruiting,People,Recruiting,Lead Adopt Control Tower,27523.79853,RECRUITMENT,PEYOTE MORGAN CONSULTANCY,Office Supplies,OFFICE UTILITIES,,
4503002037100,#N/A,#N/A,#N/A,#N/A,Cisco Catalyst 3850 48 Port Full PoE LAN,91.231197,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
450391106360,People,Recruiting,People,Recruiting,Head Rewards,27523.79853,RECRUITMENT,PEYOTE MORGAN CONSULTANCY,Office Supplies,OFFICE UTILITIES,,
4503002037110,#N/A,#N/A,#N/A,#N/A,1100W AC Config 1 Secondary Power Supply,12.004105,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
450391106370,People,Recruiting,Unassigned,Unassigned,Confidential 2,27523.79853,RECRUITMENT,PEYOTE MORGAN CONSULTANCY,Office Supplies,OFFICE UTILITIES,,
450391106380,People,Recruiting,Unassigned,Unassigned,Confidential 3,27523.79853,RECRUITMENT,PEYOTE MORGAN CONSULTANCY,Office Supplies,OFFICE UTILITIES,,
450391106390,People,Recruiting,People,Recruiting,Lead PPM/PMO,27523.79853,RECRUITMENT,PEYOTE MORGAN CONSULTANCY,Office Supplies,OFFICE UTILITIES,,
4503911063100,#N/A,#N/A,#N/A,#N/A,Intel Control Tower Manager,27523.79853,RECRUITMENT,PEYOTE MORGAN CONSULTANCY,Office Supplies,OFFICE UTILITIES,,
4503002037160,#N/A,#N/A,#N/A,#N/A,Cisco 5508 Series WLC for up to 25 APs,128.003846,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037170,#N/A,#N/A,#N/A,#N/A,Cisco 5500 Series WLC RPS,11.964166,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
450403768420,People,Recruiting,People,Recruiting,Rinalytics-Director- AI,765.550005,RECRUITMENT,RINALYTICS ADVISORS PRIVATE LIMITED,Recruitment,PEOPLE,,
4503002037180,#N/A,#N/A,#N/A,#N/A,Cisco 5508 Series WLC foR HA,160.054731,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037190,#N/A,#N/A,#N/A,#N/A,Cisco 5500 Series WLC RPS,11.964166,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
450403768460,People,Recruiting,People,Recruiting,Rinalytics-Data Architect - Director Lev,765.550005,RECRUITMENT,RINALYTICS ADVISORS PRIVATE LIMITED,Recruitment,PEOPLE,,
450403768620,People,Recruiting,People,Recruiting,Rinalytics-Analytics Insights Manager,306.220002,RECRUITMENT,RINALYTICS ADVISORS PRIVATE LIMITED,Recruitment,PEOPLE,,
450403768720,#N/A,#N/A,#N/A,#N/A,Walkwater-Leadership role,2560.001819,RECRUITMENT,Walkwater Talent Advisors Pvt Ltd,Recruitment,PEOPLE,,
450403768920,People,Recruiting,People,Recruiting,Walkwater-Director- AI,5726.318476,RECRUITMENT,Walkwater Talent Advisors Pvt Ltd,Recruitment,PEOPLE,,
4503002037380,#N/A,#N/A,#N/A,#N/A,Cisco ISE Migration VM Edelivery,25.067263,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037390,#N/A,#N/A,#N/A,#N/A,Cisco Identity Services Engine 250 EP,7.853153,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037420,#N/A,#N/A,#N/A,#N/A,"AC Power Supply for Cisco ISR 4430, Spar",8.002737,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037430,#N/A,#N/A,#N/A,#N/A,CIF CHARGES,143.446584,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503002037440,#N/A,#N/A,#N/A,#N/A,"Catalyst 2960-X 24 GigE, 4 x 1G SFP, LAN",35.825335,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
450300958120,#N/A,#N/A,#N/A,#N/A,Netapp Installation,4347.38835,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450305922720,#N/A,#N/A,#N/A,#N/A,?SBC-1K-FXS8? PREMIUM MAINTENANCE (24X7),558.24469,IT/ TELECOM SERVICE,VELOCIS SYSTEMS PRIVATE LIMITED,Data Center – Facilities,TECHNOLOGY,,
450305922760,#N/A,#N/A,#N/A,#N/A,?SBC-1K-LIC10SIP? Prem Maintenance (24*7,22.379006,IT/ TELECOM SERVICE,VELOCIS SYSTEMS PRIVATE LIMITED,Data Center – Facilities,TECHNOLOGY,,
450305922780,#N/A,#N/A,#N/A,#N/A,?SBC-1K-FXS8FXO-P? Prem Maintenance 24*7,558.24469,IT/ TELECOM SERVICE,VELOCIS SYSTEMS PRIVATE LIMITED,Data Center – Facilities,TECHNOLOGY,,
450310183720,#N/A,#N/A,#N/A,#N/A,Installation & Commissioning Charges,135.124291,IT/ TELECOM SERVICE,Epitome Infotech Solutions Pvt Ltd,Application Support,TECHNOLOGY,,
450324193220,#N/A,#N/A,#N/A,#N/A,Netapp Storage Installation Service,3701.28701,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450324193230,#N/A,#N/A,#N/A,#N/A,Symantec Netbackup Installation Service,14064.89064,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450326067720,#N/A,#N/A,#N/A,#N/A,local Access,224.515852,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450326067730,#N/A,#N/A,#N/A,#N/A,Ontime installation charges,413.581832,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450328356120,#N/A,#N/A,#N/A,#N/A,Security Device Configuration and Testin,,IT/ TELECOM SERVICE,"Chronos Global, Inc",Data Center – Facilities,TECHNOLOGY,,
4503321940170,#N/A,#N/A,#N/A,#N/A,installation Service,1116.670947,IT/ TELECOM SERVICE,Epitome Infotech Solutions Pvt Ltd,Application Support,TECHNOLOGY,,
450332194660,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,CIF CHARGES,,IT/ TELECOM SERVICE,Episol Technologies Pte Ltd,Technology,TECHNOLOGY,,
450333410830,#N/A,#N/A,#N/A,#N/A,CIF CHARGES,,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450333411720,#N/A,#N/A,#N/A,#N/A,ESS WITH 8X5XNBDOS Cisco SX80 Codec Spea,9350.760273,IT/ TELECOM SERVICE,AT&T Communication Services India P,Telecom - Telephone Services,TECHNOLOGY,,
450340888330,Non ZBB,Non ZBB Accounts,Maintenance,Building & Facilities Maint. Materials,CIF CHARGES,769.7,IT/ TELECOM SERVICE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
450297431620,#N/A,#N/A,#N/A,#N/A,Installation & Commissioning Charges,224.375791,HARDWARE,Epitome Infotech Solutions Pvt Ltd,Application Support,TECHNOLOGY,,
450300949320,#N/A,#N/A,#N/A,#N/A,CIF CHARGES,,HARDWARE,AT&T Worldwide Telecommunications S,Technology,TECHNOLOGY,,
4503192731100,#N/A,#N/A,#N/A,#N/A,Removing of Existing Cable (41 Nodes),37.01287,HARDWARE,i4 Communication Private Limited,Data Center – Facilities,TECHNOLOGY,,
450324671670,#N/A,#N/A,#N/A,#N/A,INSTALLATION AND COMMISSIONING CHARGES,1063.49614,HARDWARE,Mentor Systems,Lease/Rentals of Handling and storage equipment,LOGISTICS SUPPORT,,
450436291120,Non ZBB,Non ZBB Accounts,Technology,Datacenter,Epiplex Enterprise Procs automationsuite,63721.13761,SOFTWARE,Epiance Software Private Limited,Application Licenses Maintenance,TECHNOLOGY,,
450443435840,Services,Administrative Support,Taxes,Other Taxes,GST @18 % for above,9814.808095,SOFTWARE,Microsoft Corporation (India) Pvt.,Application Licenses Maintenance,TECHNOLOGY,,
450338622950,#N/A,#N/A,#N/A,#N/A,Shortage Fix,738.722388,FACILITIES MANAGEMENT SERVICES,Louis Associates,Leases_and_Rentals,LEASES AND RENTALS,,
